Date,Item Purchased,Brand,Category,Quantity,Unit Price,Total Amount,Cost
2020-11-11,Rum,Bacardi,Spirits,5,28.79,143.95,86.18
2020-11-11,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,39.69
2020-11-11,Gin,Tanqueray,Spirits,2,22.59,45.18,26.43
2020-11-11,White Wine,Barefoot,Wine,1,15.99,15.99,9.35
2020-11-11,Vodka,Smirnoff,Spirits,4,25.79,103.16,61.61
2020-11-11,Champagne,Moët & Chandon,Wine,1,45.99,45.99,28.2
2020-11-11,Vodka,Smirnoff,Spirits,4,25.79,103.16,63.15
2020-11-11,Gin,Tanqueray,Spirits,1,22.59,22.59,13.98
2020-11-11,Rum,Bacardi,Spirits,3,28.79,86.37,52.49
2020-11-12,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.34
2020-11-12,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.53
2020-11-12,Beer Pack,Budweiser,Beer,4,18.49,73.96,45.7
2020-11-12,Beer Pack,Budweiser,Beer,5,18.49,92.45,54.33
2020-11-12,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,61.74
2020-11-12,Rum,Bacardi,Spirits,4,28.79,115.16,67.96
2020-11-12,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.47
2020-11-12,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.75
2020-11-12,Gin,Tanqueray,Spirits,3,22.59,67.77,40.66
2020-11-12,Cigars,Cohiba,Smoking Products,2,15.49,30.98,18.96
2020-11-12,Rum,Bacardi,Spirits,3,28.79,86.37,50.96
2020-11-12,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,38.15
2020-11-12,White Wine,Barefoot,Wine,2,15.99,31.98,18.85
2020-11-12,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.53
2020-11-12,Champagne,Moët & Chandon,Wine,2,45.99,91.98,54.73
2020-11-12,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.32
2020-11-12,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.19
2020-11-12,Champagne,Moët & Chandon,Wine,2,45.99,91.98,55.46
2020-11-12,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.57
2020-11-12,White Wine,Barefoot,Wine,4,15.99,63.96,38.57
2020-11-12,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.97
2020-11-12,Champagne,Moët & Chandon,Wine,1,45.99,45.99,27.72
2020-11-12,Rum,Bacardi,Spirits,3,28.79,86.37,51.49
2020-11-12,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.91
2020-11-12,Beer Pack,Budweiser,Beer,4,18.49,73.96,44.35
2020-11-12,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,25.27
2020-11-13,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.06
2020-11-13,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,54.57
2020-11-13,White Wine,Barefoot,Wine,2,15.99,31.98,18.79
2020-11-13,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,32.14
2020-11-13,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.72
2020-11-13,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.54
2020-11-13,Rum,Bacardi,Spirits,2,28.79,57.58,35.67
2020-11-13,Gin,Tanqueray,Spirits,5,22.59,112.95,65.97
2020-11-13,Rum,Bacardi,Spirits,1,28.79,28.79,17.48
2020-11-13,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.32
2020-11-13,Champagne,Moët & Chandon,Wine,5,45.99,229.95,135.0
2020-11-13,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.39
2020-11-13,Rum,Bacardi,Spirits,4,28.79,115.16,69.5
2020-11-13,Rum,Bacardi,Spirits,2,28.79,57.58,34.27
2020-11-13,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.04
2020-11-13,Rum,Bacardi,Spirits,2,28.79,57.58,33.47
2020-11-13,Gin,Tanqueray,Spirits,5,22.59,112.95,68.19
2020-11-13,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.62
2020-11-13,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.66
2020-11-13,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.57
2020-11-13,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,49.18
2020-11-13,Rum,Bacardi,Spirits,4,28.79,115.16,70.14
2020-11-13,White Wine,Barefoot,Wine,5,15.99,79.95,48.61
2020-11-13,Beer Pack,Budweiser,Beer,4,18.49,73.96,45.31
2020-11-13,Gin,Tanqueray,Spirits,4,22.59,90.36,53.74
2020-11-13,White Wine,Barefoot,Wine,3,15.99,47.97,29.4
2020-11-13,Gin,Tanqueray,Spirits,5,22.59,112.95,66.76
2020-11-13,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,12.83
2020-11-13,Whiskey,Jack Daniel's,Spirits,5,30.99,154.95,90.78
2020-11-14,Beer Pack,Budweiser,Beer,4,18.49,73.96,43.69
2020-11-14,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.09
2020-11-14,Vodka,Smirnoff,Spirits,4,25.79,103.16,60.25
2020-11-14,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,35.67
2020-11-14,Cigars,Cohiba,Smoking Products,5,15.49,77.45,47.1
2020-11-14,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.56
2020-11-14,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.54
2020-11-14,Champagne,Moët & Chandon,Wine,4,45.99,183.96,108.44
2020-11-14,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.17
2020-11-14,Champagne,Moët & Chandon,Wine,4,45.99,183.96,108.99
2020-11-14,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.2
2020-11-14,Champagne,Moët & Chandon,Wine,4,45.99,183.96,109.09
2020-11-14,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,60.5
2020-11-14,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.75
2020-11-14,Beer Pack,Budweiser,Beer,1,18.49,18.49,10.9
2020-11-14,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,74.44
2020-11-15,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.94
2020-11-15,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.31
2020-11-15,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.46
2020-11-15,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.86
2020-11-15,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,38.52
2020-11-15,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,48.54
2020-11-15,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,19.17
2020-11-15,Whiskey,Jack Daniel's,Spirits,5,30.99,154.95,92.86
2020-11-15,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.8
2020-11-15,Cigars,Cohiba,Smoking Products,5,15.49,77.45,47.04
2020-11-15,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.73
2020-11-15,White Wine,Barefoot,Wine,2,15.99,31.98,18.93
2020-11-15,White Wine,Barefoot,Wine,5,15.99,79.95,47.58
2020-11-15,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.77
2020-11-15,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.06
2020-11-15,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,39.6
2020-11-15,Whiskey,Jack Daniel's,Spirits,5,30.99,154.95,91.35
2020-11-15,Champagne,Moët & Chandon,Wine,4,45.99,183.96,112.84
2020-11-15,Beer Pack,Budweiser,Beer,5,18.49,92.45,55.2
2020-11-15,White Wine,Barefoot,Wine,5,15.99,79.95,49.5
2020-11-15,Gin,Tanqueray,Spirits,3,22.59,67.77,39.69
2020-11-15,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.94
2020-11-15,Whiskey,Jack Daniel's,Spirits,5,30.99,154.95,90.42
2020-11-16,White Wine,Barefoot,Wine,4,15.99,63.96,38.43
2020-11-16,Gin,Tanqueray,Spirits,5,22.59,112.95,65.72
2020-11-16,White Wine,Barefoot,Wine,4,15.99,63.96,37.55
2020-11-16,Champagne,Moët & Chandon,Wine,1,45.99,45.99,28.4
2020-11-16,White Wine,Barefoot,Wine,3,15.99,47.97,27.91
2020-11-16,Gin,Tanqueray,Spirits,3,22.59,67.77,40.27
2020-11-16,White Wine,Barefoot,Wine,3,15.99,47.97,29.19
2020-11-16,Gin,Tanqueray,Spirits,1,22.59,22.59,13.52
2020-11-16,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.65
2020-11-16,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,31.98
2020-11-16,Gin,Tanqueray,Spirits,2,22.59,45.18,27.92
2020-11-16,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,25.62
2020-11-16,Cigars,Cohiba,Smoking Products,5,15.49,77.45,45.51
2020-11-16,Rum,Bacardi,Spirits,1,28.79,28.79,16.97
2020-11-16,Champagne,Moët & Chandon,Wine,4,45.99,183.96,113.22
2020-11-16,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.26
2020-11-16,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,37.85
2020-11-16,Gin,Tanqueray,Spirits,1,22.59,22.59,13.75
2020-11-16,White Wine,Barefoot,Wine,5,15.99,79.95,49.22
2020-11-16,Rum,Bacardi,Spirits,2,28.79,57.58,33.81
2020-11-16,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.38
2020-11-16,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.52
2020-11-16,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.83
2020-11-16,White Wine,Barefoot,Wine,5,15.99,79.95,47.5
2020-11-16,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.24
2020-11-16,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.76
2020-11-16,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.1
2020-11-16,Gin,Tanqueray,Spirits,1,22.59,22.59,13.14
2020-11-16,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.12
2020-11-16,Rum,Bacardi,Spirits,4,28.79,115.16,69.34
2020-11-17,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.64
2020-11-17,Gin,Tanqueray,Spirits,5,22.59,112.95,69.96
2020-11-17,Gin,Tanqueray,Spirits,2,22.59,45.18,27.36
2020-11-17,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,20.16
2020-11-17,Gin,Tanqueray,Spirits,4,22.59,90.36,55.49
2020-11-17,Champagne,Moët & Chandon,Wine,4,45.99,183.96,112.6
2020-11-17,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.21
2020-11-17,Cigars,Cohiba,Smoking Products,3,15.49,46.47,28.63
2020-11-17,Vodka,Smirnoff,Spirits,4,25.79,103.16,63.53
2020-11-17,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.06
2020-11-17,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,72.34
2020-11-17,Beer Pack,Budweiser,Beer,5,18.49,92.45,55.99
2020-11-17,Champagne,Moët & Chandon,Wine,1,45.99,45.99,27.95
2020-11-17,Beer Pack,Budweiser,Beer,4,18.49,73.96,45.06
2020-11-17,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,12.83
2020-11-17,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.43
2020-11-17,Beer Pack,Budweiser,Beer,3,18.49,55.47,34.35
2020-11-17,Champagne,Moët & Chandon,Wine,1,45.99,45.99,27.94
2020-11-17,White Wine,Barefoot,Wine,1,15.99,15.99,9.85
2020-11-18,Champagne,Moët & Chandon,Wine,5,45.99,229.95,138.41
2020-11-18,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.88
2020-11-18,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.94
2020-11-18,Beer Pack,Budweiser,Beer,3,18.49,55.47,32.81
2020-11-18,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,19.06
2020-11-18,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.49
2020-11-18,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.21
2020-11-18,Champagne,Moët & Chandon,Wine,5,45.99,229.95,141.57
2020-11-18,White Wine,Barefoot,Wine,3,15.99,47.97,28.16
2020-11-18,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,23.92
2020-11-18,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.3
2020-11-18,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.07
2020-11-18,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.43
2020-11-18,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,50.72
2020-11-18,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.95
2020-11-18,Gin,Tanqueray,Spirits,1,22.59,22.59,13.96
2020-11-18,White Wine,Barefoot,Wine,1,15.99,15.99,9.83
2020-11-18,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.25
2020-11-18,Rum,Bacardi,Spirits,4,28.79,115.16,67.94
2020-11-18,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.19
2020-11-18,Cigars,Cohiba,Smoking Products,2,15.49,30.98,19.03
2020-11-18,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.73
2020-11-18,White Wine,Barefoot,Wine,4,15.99,63.96,39.03
2020-11-18,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.49
2020-11-18,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.9
2020-11-18,Champagne,Moët & Chandon,Wine,3,45.99,137.97,80.55
2020-11-18,White Wine,Barefoot,Wine,4,15.99,63.96,39.53
2020-11-18,Gin,Tanqueray,Spirits,5,22.59,112.95,67.5
2020-11-18,Gin,Tanqueray,Spirits,5,22.59,112.95,67.57
2020-11-19,Rum,Bacardi,Spirits,2,28.79,57.58,35.63
2020-11-19,White Wine,Barefoot,Wine,5,15.99,79.95,47.76
2020-11-19,Gin,Tanqueray,Spirits,4,22.59,90.36,54.46
2020-11-19,Rum,Bacardi,Spirits,4,28.79,115.16,69.05
2020-11-19,Champagne,Moët & Chandon,Wine,1,45.99,45.99,27.3
2020-11-19,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.9
2020-11-19,White Wine,Barefoot,Wine,1,15.99,15.99,9.73
2020-11-19,Gin,Tanqueray,Spirits,2,22.59,45.18,27.54
2020-11-19,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.89
2020-11-19,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.58
2020-11-19,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.98
2020-11-19,Rum,Bacardi,Spirits,2,28.79,57.58,35.3
2020-11-19,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.54
2020-11-19,Gin,Tanqueray,Spirits,1,22.59,22.59,13.39
2020-11-19,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.66
2020-11-19,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,72.97
2020-11-19,Champagne,Moët & Chandon,Wine,5,45.99,229.95,138.55
2020-11-19,Rum,Bacardi,Spirits,5,28.79,143.95,87.51
2020-11-19,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.08
2020-11-19,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.54
2020-11-19,Vodka,Smirnoff,Spirits,2,25.79,51.58,30.22
2020-11-20,Cigars,Cohiba,Smoking Products,1,15.49,15.49,9.51
2020-11-20,Champagne,Moët & Chandon,Wine,3,45.99,137.97,80.71
2020-11-20,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.52
2020-11-20,Gin,Tanqueray,Spirits,4,22.59,90.36,55.62
2020-11-20,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.12
2020-11-20,Rum,Bacardi,Spirits,2,28.79,57.58,33.88
2020-11-20,Gin,Tanqueray,Spirits,4,22.59,90.36,54.48
2020-11-20,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.48
2020-11-20,Champagne,Moët & Chandon,Wine,2,45.99,91.98,56.13
2020-11-20,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.48
2020-11-20,Champagne,Moët & Chandon,Wine,2,45.99,91.98,56.42
2020-11-20,Champagne,Moët & Chandon,Wine,1,45.99,45.99,27.34
2020-11-20,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,24.75
2020-11-20,Vodka,Smirnoff,Spirits,5,25.79,128.95,75.68
2020-11-20,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.89
2020-11-21,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,39.52
2020-11-21,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.85
2020-11-21,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,25.38
2020-11-21,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,56.86
2020-11-21,Gin,Tanqueray,Spirits,4,22.59,90.36,54.82
2020-11-21,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.05
2020-11-21,Gin,Tanqueray,Spirits,4,22.59,90.36,54.27
2020-11-21,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.12
2020-11-21,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.48
2020-11-21,Cigars,Cohiba,Smoking Products,3,15.49,46.47,27.86
2020-11-21,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.99
2020-11-21,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.38
2020-11-21,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.98
2020-11-21,Vodka,Smirnoff,Spirits,5,25.79,128.95,75.82
2020-11-21,Champagne,Moët & Chandon,Wine,3,45.99,137.97,82.57
2020-11-21,Rum,Bacardi,Spirits,4,28.79,115.16,67.71
2020-11-21,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.56
2020-11-21,Cigars,Cohiba,Smoking Products,3,15.49,46.47,28.47
2020-11-22,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,30.95
2020-11-22,Cigars,Cohiba,Smoking Products,5,15.49,77.45,47.82
2020-11-22,White Wine,Barefoot,Wine,1,15.99,15.99,9.28
2020-11-22,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,37.1
2020-11-22,Vodka,Smirnoff,Spirits,5,25.79,128.95,78.47
2020-11-22,Gin,Tanqueray,Spirits,5,22.59,112.95,67.95
2020-11-22,Champagne,Moët & Chandon,Wine,3,45.99,137.97,83.42
2020-11-22,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.01
2020-11-22,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,32.07
2020-11-22,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,62.7
2020-11-22,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,12.88
2020-11-22,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.22
2020-11-22,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,60.45
2020-11-22,Vodka,Smirnoff,Spirits,1,25.79,25.79,15.2
2020-11-22,Rum,Bacardi,Spirits,5,28.79,143.95,86.95
2020-11-22,Gin,Tanqueray,Spirits,2,22.59,45.18,27.02
2020-11-22,Whiskey,Jack Daniel's,Spirits,1,30.99,30.99,18.38
2020-11-22,Champagne,Moët & Chandon,Wine,5,45.99,229.95,142.32
2020-11-22,Rum,Bacardi,Spirits,5,28.79,143.95,88.47
2020-11-22,Beer Pack,Budweiser,Beer,2,18.49,36.98,21.68
2020-11-22,White Wine,Barefoot,Wine,2,15.99,31.98,19.41
2020-11-22,Champagne,Moët & Chandon,Wine,4,45.99,183.96,110.37
2020-11-22,Craft Beer,Sierra Nevada,Beer,3,20.49,61.47,36.49
2020-11-22,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.84
2020-11-22,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.01
2020-11-23,White Wine,Barefoot,Wine,3,15.99,47.97,29.27
2020-11-23,Vodka,Smirnoff,Spirits,4,25.79,103.16,61.83
2020-11-23,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.44
2020-11-23,Rum,Bacardi,Spirits,2,28.79,57.58,34.49
2020-11-23,Whiskey,Jack Daniel's,Spirits,5,30.99,154.95,91.3
2020-11-23,White Wine,Barefoot,Wine,4,15.99,63.96,37.33
2020-11-23,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,72.48
2020-11-23,Gin,Tanqueray,Spirits,5,22.59,112.95,69.2
2020-11-23,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.18
2020-11-23,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,30.54
2020-11-23,Rum,Bacardi,Spirits,2,28.79,57.58,35.58
2020-11-23,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,56.82
2020-11-23,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.86
2020-11-23,Beer Pack,Budweiser,Beer,3,18.49,55.47,33.79
2020-11-23,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,31.49
2020-11-23,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.23
2020-11-23,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.71
2020-11-23,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.89
2020-11-23,Champagne,Moët & Chandon,Wine,3,45.99,137.97,81.5
2020-11-23,White Wine,Barefoot,Wine,2,15.99,31.98,19.78
2020-11-23,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.28
2020-11-23,Gin,Tanqueray,Spirits,5,22.59,112.95,69.29
2020-11-23,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.69
2020-11-24,Gin,Tanqueray,Spirits,4,22.59,90.36,53.36
2020-11-24,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,38.35
2020-11-24,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.15
2020-11-24,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.46
2020-11-24,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.44
2020-11-24,Cigars,Cohiba,Smoking Products,4,15.49,61.96,38.14
2020-11-24,Beer Pack,Budweiser,Beer,1,18.49,18.49,10.89
2020-11-24,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,62.16
2020-11-24,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,37.9
2020-11-24,White Wine,Barefoot,Wine,3,15.99,47.97,29.03
2020-11-24,Craft Beer,Sierra Nevada,Beer,5,20.49,102.45,62.1
2020-11-24,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,25.58
2020-11-24,Gin,Tanqueray,Spirits,2,22.59,45.18,26.92
2020-11-24,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.11
2020-11-24,Gin,Tanqueray,Spirits,2,22.59,45.18,27.34
2020-11-24,Whiskey,Jack Daniel's,Spirits,3,30.99,92.97,57.6
2020-11-24,White Wine,Barefoot,Wine,5,15.99,79.95,49.25
2020-11-24,Red Wine,Robert Mondavi,Wine,4,12.99,51.96,30.5
2020-11-24,Vodka,Smirnoff,Spirits,3,25.79,77.37,47.8
2020-11-24,Whiskey,Jack Daniel's,Spirits,4,30.99,123.96,75.0
2020-11-24,Champagne,Moët & Chandon,Wine,4,45.99,183.96,107.41
2020-11-25,White Wine,Barefoot,Wine,2,15.99,31.98,19.74
2020-11-25,Gin,Tanqueray,Spirits,4,22.59,90.36,54.19
2020-11-25,Gin,Tanqueray,Spirits,4,22.59,90.36,53.03
2020-11-25,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.15
2020-11-25,Gin,Tanqueray,Spirits,3,22.59,67.77,41.55
2020-11-25,Champagne,Moët & Chandon,Wine,3,45.99,137.97,84.91
2020-11-25,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.6
2020-11-25,Whiskey,Jack Daniel's,Spirits,5,30.99,154.95,93.19
2020-11-25,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,48.65
2020-11-25,Gin,Tanqueray,Spirits,3,22.59,67.77,39.41
2020-11-25,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,15.21
2020-11-25,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.38
2020-11-25,Champagne,Moët & Chandon,Wine,4,45.99,183.96,113.69
2020-11-25,Vodka,Smirnoff,Spirits,2,25.79,51.58,31.88
2020-11-25,Rum,Bacardi,Spirits,5,28.79,143.95,84.39
2020-11-25,White Wine,Barefoot,Wine,2,15.99,31.98,19.15
2020-11-25,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,35.96
2020-11-25,Cigars,Cohiba,Smoking Products,4,15.49,61.96,36.62
2020-11-25,Red Wine,Robert Mondavi,Wine,2,12.99,25.98,16.06
2020-11-25,Rum,Bacardi,Spirits,1,28.79,28.79,17.63
2020-11-25,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.86
2020-11-25,Gin,Tanqueray,Spirits,1,22.59,22.59,13.87
2020-11-25,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,33.56
2020-11-25,Red Wine,Robert Mondavi,Wine,5,12.99,64.95,37.82
2020-11-25,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.83
2020-11-25,Vodka,Smirnoff,Spirits,3,25.79,77.37,45.62
2020-11-25,Vodka,Smirnoff,Spirits,4,25.79,103.16,63.88
2020-11-26,Cigars,Cohiba,Smoking Products,5,15.49,77.45,46.92
2020-11-26,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.35
2020-11-26,Whiskey,Jack Daniel's,Spirits,2,30.99,61.98,36.42
2020-11-26,Cigarettes,Marlboro,Smoking Products,3,10.99,32.97,19.49
2020-11-26,Cigarettes,Marlboro,Smoking Products,2,10.99,21.98,13.15
2020-11-26,Champagne,Moët & Chandon,Wine,4,45.99,183.96,109.7
2020-11-26,Beer Pack,Budweiser,Beer,2,18.49,36.98,21.7
2020-11-26,Gin,Tanqueray,Spirits,2,22.59,45.18,27.12
2020-11-26,White Wine,Barefoot,Wine,2,15.99,31.98,18.82
2020-11-26,Craft Beer,Sierra Nevada,Beer,2,20.49,40.98,24.41
2020-11-26,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,22.78
2020-11-26,Beer Pack,Budweiser,Beer,1,18.49,18.49,11.11
2020-11-26,Cigars,Cohiba,Smoking Products,4,15.49,61.96,37.82
2020-11-26,Rum,Bacardi,Spirits,2,28.79,57.58,33.67
2020-11-26,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.0
2020-11-26,Beer Pack,Budweiser,Beer,2,18.49,36.98,22.64
2020-11-26,Craft Beer,Sierra Nevada,Beer,4,20.49,81.96,50.78
2020-11-26,Vodka,Smirnoff,Spirits,2,25.79,51.58,29.93
2020-11-26,Cigarettes,Marlboro,Smoking Products,4,10.99,43.96,26.33
2020-11-26,Red Wine,Robert Mondavi,Wine,3,12.99,38.97,23.49
2020-11-26,Cigarettes,Marlboro,Smoking Products,5,10.99,54.95,32.51
2020-11-26,Craft Beer,Sierra Nevada,Beer,1,20.49,20.49,12.62
2020-11-26,Red Wine,Robert Mondavi,Wine,1,12.99,12.99,7.7
2020-11-26,Cigarettes,Marlboro,Smoking Products,1,10.99,10.99,6.72
2020-11-26,Cigars,Cohiba,Smoking Products,2,15.49,30.98,19.07
2020-11-27,Vodka,Smirnoff,Spirits,3,25.79,77.37,46.08
2020-11-27,Rum,Bacardi,Spirits,2,28.79,57.58,35.49
2020-11-27,Vodka,Smirnoff,Spirits,5,25.79,128.95,77.29
2020-11-27,Champagne,Moët & Chandon,Wine,4,45.99,183.96,108.94
